# Generated by: ./jointDeconvolution Data/MALDI_ToF_Low_B.csv -o Data/MALDI_ToF_Low_B3.csv.out -p --sigma_left 2 --sigma_right 2 --lambda_1 0.5 
2575.14, 1833, 0, 1836.66, 7.88316e-72, 1836.66
2575.26, 1812, 0, 1829.78, 2.2771e-71, 1829.78
2575.37, 1713, 0, 1826.6, 6.56187e-71, 1826.6
2575.49, 1771, 0, 1823.65, 1.88467e-70, 1823.65
2575.6, 1740, 0, 1820.8, 5.39022e-70, 1820.8
2575.72, 1739, 0, 1818.11, 1.53793e-69, 1818.11
2575.83, 1830, 0, 1815.59, 4.37351e-69, 1815.59
2575.95, 1742, 0, 1813.03, 1.23961e-68, 1813.03
2576.07, 1743, 0, 1810.61, 3.50187e-68, 1810.61
2576.18, 1759, 0, 1808.33, 9.86003e-68, 1808.33
2576.3, 1691, 0, 1806.15, 2.76458e-67, 1806.15
2576.41, 1726, 0, 1804.2, 7.73269e-67, 1804.2
2576.53, 1756, 0, 1802.41, 2.15573e-66, 1802.41
2576.64, 1729, 0, 1800.7, 5.9899e-66, 1800.7
2576.76, 1801, 0, 1799.15, 1.65885e-65, 1799.15
2576.87, 1823, 0, 1797.58, 4.57884e-65, 1797.58
2576.99, 1689, 0, 1795.97, 1.2597e-64, 1795.97
2577.1, 1751, 0, 1794.57, 3.45412e-64, 1794.57
2577.22, 1702, 0, 1793.26, 9.44821e-64, 1793.26
2577.33, 1768, 0, 1792.13, 2.57361e-63, 1792.13
2577.45, 1746, 0, 1791.05, 6.98713e-63, 1791.05
2577.56, 1739, 0, 1790.06, 1.89067e-62, 1790.06
2577.68, 1898, 0, 1789.17, 5.09911e-62, 1789.17
2577.79, 1855, 0, 1788.06, 1.37185e-61, 1788.06
2577.91, 1792, 0, 1786.82, 3.67542e-61, 1786.82
2578.02, 1749, 0, 1785.57, 9.81453e-61, 1785.57
2578.14, 1766, 0, 1784.39, 2.61212e-60, 1784.39
2578.25, 1700, 0, 1783.25, 6.935e-60, 1783.25
2578.37, 1669, 0, 1782.28, 1.83355e-59, 1782.28
2578.48, 1678, 0, 1781.53, 4.8317e-59, 1781.53
2578.6, 1780, 0, 1780.99, 1.27008e-58, 1780.99
2578.71, 1746, 0, 1780.45, 3.32477e-58, 1780.45
2578.83, 1819, 0, 1779.98, 8.68188e-58, 1779.98
2578.94, 1789, 0, 1779.43, 2.2577e-57, 1779.43
2579.06, 1907, 0, 1778.87, 5.85649e-57, 1778.87
2579.17, 1706, 0, 1778.04, 1.5129e-56, 1778.04
2579.29, 1757, 0, 1777.36, 3.89854e-56, 1777.36
2579.4, 1757, 0, 1776.73, 1.00127e-55, 1776.73
2579.52, 1647, 0, 1776.13, 2.56099e-55, 1776.13
2579.63, 1722, 0, 1775.79, 6.53398e-55, 1775.79
2579.75, 1797, 0, 1775.55, 1.66152e-54, 1775.55
2579.86, 1762, 0, 1775.28, 4.2077e-54, 1775.28
2579.98, 1765, 0, 1775.03, 1.0629e-53, 1775.03
2580.09, 1698, 0, 1774.8, 2.67609e-53, 1774.8
2580.21, 1770, 0, 1774.72, 6.71532e-53, 1774.72
2580.32, 1801, 0, 1774.66, 1.67822e-52, 1774.66
2580.44, 1819, 0, 1774.54, 4.18344e-52, 1774.54
2580.56, 1674, 0, 1774.33, 1.03939e-51, 1774.33
2580.67, 1738, 0, 1774.32, 2.57385e-51, 1774.32
2580.79, 1717, 0, 1774.39, 6.35253e-51, 1774.39
2580.9, 1769, 0, 1774.57, 1.56268e-50, 1774.57
2581.02, 1784, 0, 1774.76, 3.83134e-50, 1774.76
2581.13, 1701, 0, 1774.93, 9.3625e-50, 1774.93
2581.25, 1744, 0, 1775.25, 2.2803e-49, 1775.25
2581.36, 1705, 0, 1775.63, 5.53542e-49, 1775.63
2581.48, 1765, 0, 1776.16, 1.33927e-48, 1776.16
2581.59, 1859, 0, 1776.7, 3.22958e-48, 1776.7
2581.71, 1806, 0, 1777.09, 7.76216e-48, 1777.09
2581.82, 1769, 0, 1777.41, 1.85942e-47, 1777.41
2581.94, 1725, 0, 1777.75, 4.43949e-47, 1777.75
2582.05, 1760, 0, 1778.2, 1.05724e-46, 1778.2
2582.17, 1791, 0, 1778.68, 2.50752e-46, 1778.68
2582.28, 1809, 0, 1779.14, 5.92755e-46, 1779.14
2582.4, 1790, 0, 1779.54, 1.39658e-45, 1779.54
2582.51, 1844, 0, 1779.92, 3.28197e-45, 1779.92
2582.63, 1810, 0, 1780.16, 7.68142e-45, 1780.16
2582.74, 1724, 0, 1780.35, 1.79187e-44, 1780.35
2582.86, 1752, 0, 1780.66, 4.16918e-44, 1780.66
2582.97, 1724, 0, 1781.02, 9.66124e-44, 1781.02
2583.09, 1853, 0, 1781.49, 2.23139e-43, 1781.49
2583.21, 1815, 0, 1781.82, 5.14032e-43, 1781.82
2583.32, 1839, 0, 1782.09, 1.17937e-42, 1782.09
2583.44, 1778, 0, 1782.24, 2.69885e-42, 1782.24
2583.55, 1715, 0, 1782.4, 6.15112e-42, 1782.4
2583.67, 1739, 0, 1782.69, 1.39829e-41, 1782.69
2583.78, 1706, 0, 1783.07, 3.1681e-41, 1783.07
2583.9, 1827, 0, 1783.61, 7.14906e-41, 1783.61
2584.01, 1812, 0, 1784.06, 1.60903e-40, 1784.06
2584.13, 1777, 0, 1784.45, 3.6094e-40, 1784.45
2584.24, 1854, 0, 1784.86, 8.0642e-40, 1784.86
2584.36, 1966, 0, 1785.12, 1.797e-39, 1785.12
2584.47, 1919, 0, 1785.03, 3.99107e-39, 1785.03
2584.59, 1727, 0, 1784.67, 8.82856e-39, 1784.67
2584.7, 1772, 0, 1784.43, 1.94781e-38, 1784.43
2584.82, 1683, 0, 1784.21, 4.28312e-38, 1784.21
2584.93, 1738, 0, 1784.19, 9.38709e-38, 1784.19
2585.05, 1754, 0, 1784.26, 2.05049e-37, 1784.26
2585.16, 1763, 0, 1784.4, 4.46418e-37, 1784.4
2585.28, 1813, 0, 1784.58, 9.68683e-37, 1784.58
2585.4, 1701, 0, 1784.7, 2.09357e-36, 1784.7
2585.51, 1665, 0, 1784.99, 4.51277e-36, 1784.99
2585.63, 1694, 0, 1785.52, 9.69514e-36, 1785.52
2585.74, 1866, 0, 1786.23, 2.07597e-35, 1786.23
2585.86, 1791, 0, 1786.78, 4.43334e-35, 1786.78
2585.97, 1687, 0, 1787.32, 9.42998e-35, 1787.32
2586.09, 1709, 0, 1788.07, 1.99916e-34, 1788.07
2586.2, 1754, 0, 1788.97, 4.22416e-34, 1788.97
2586.32, 1679, 0, 1789.94, 8.8959e-34, 1789.94
2586.43, 1800, 0, 1791.14, 1.86722e-33, 1791.14
2586.55, 1735, 0, 1792.31, 3.90624e-33, 1792.31
2586.66, 1779, 0, 1793.6, 8.14994e-33, 1793.6
2586.78, 1856, 0, 1794.92, 1.69367e-32, 1794.92
2586.89, 1765, 0, 1796.12, 3.50801e-32, 1796.12
2587.01, 1839, 0, 1797.38, 7.24184e-32, 1797.38
2587.13, 1791, 0, 1798.56, 1.49096e-31, 1798.56
2587.24, 1682, 0, 1799.75, 3.05749e-31, 1799.75
2587.36, 1816, 0, 1801.18, 6.25302e-31, 1801.18
2587.47, 1893, 0, 1802.58, 1.2738e-30, 1802.58
2587.59, 1864, 0, 1803.79, 2.58625e-30, 1803.79
2587.7, 1853, 0, 1804.89, 5.23674e-30, 1804.89
2587.82, 1740, 0, 1805.89, 1.05619e-29, 1805.89
2587.93, 1836, 0, 1807.02, 2.12442e-29, 1807.02
2588.05, 1851, 0, 1808.1, 4.25631e-29, 1808.1
2588.16, 1902, 0, 1809.09, 8.50437e-29, 1809.09
2588.28, 1884, 0, 1809.89, 1.69358e-28, 1809.89
2588.39, 1933, 0, 1810.54, 3.35943e-28, 1810.54
2588.51, 1960, 0, 1810.95, 6.64566e-28, 1810.95
2588.62, 1892, 0, 1811.07, 1.31028e-27, 1811.07
2588.74, 1831, 0, 1811.02, 2.57331e-27, 1811.02
2588.86, 1826, 0, 1810.93, 5.03997e-27, 1810.93
2588.97, 1914, 0, 1810.81, 9.83826e-27, 1810.81
2589.09, 1844, 0, 1810.48, 1.91299e-26, 1810.48
2589.2, 1886, 0, 1810.08, 3.70948e-26, 1810.08
2589.32, 1895, 0, 1809.54, 7.16913e-26, 1809.54
2589.43, 1917, 0, 1808.82, 1.38094e-25, 1808.82
2589.55, 1822, 0, 1807.89, 2.65116e-25, 1807.89
2589.66, 1711, 0, 1806.93, 5.07286e-25, 1806.93
2589.78, 1787, 0, 1806.16, 9.67438e-25, 1806.16
2589.89, 1808, 0, 1805.43, 1.83885e-24, 1805.43
2590.01, 1793, 0, 1804.69, 3.48358e-24, 1804.69
2590.12, 1890, 0, 1803.98, 6.57746e-24, 1803.98
2590.24, 1847, 0, 1803.09, 1.23778e-23, 1803.09
2590.36, 1853, 0, 1802.12, 2.32159e-23, 1802.12
2590.47, 1862, 0, 1801.05, 4.33991e-23, 1801.05
2590.59, 1730, 0, 1799.85, 8.08593e-23, 1799.85
2590.7, 1835, 0, 1798.79, 1.50153e-22, 1798.79
2590.82, 1878, 0, 1797.67, 2.77901e-22, 1797.67
2590.93, 1820, 0, 1796.38, 5.12627e-22, 1796.38
2591.05, 1759, 0, 1795.04, 9.42966e-22, 1795.04
2591.16, 1712, 0, 1793.77, 1.72788e-21, 1793.77
2591.28, 1814, 0, 1792.67, 3.15563e-21, 1792.67
2591.39, 1763, 0, 1791.53, 5.74398e-21, 1791.53
2591.51, 1683, 0, 1790.44, 1.0426e-20, 1790.44
2591.63, 1731, 0, 1789.57, 1.88517e-20, 1789.57
2591.74, 1761, 0, 1788.82, 3.39734e-20, 1788.82
2591.86, 1734, 0, 1788.12, 6.1052e-20, 1788.12
2591.97, 1747, 0, 1787.53, 1.09294e-19, 1787.53
2592.09, 1705, 0, 1787.02, 1.95101e-19, 1787.02
2592.2, 1708, 0, 1786.67, 3.46946e-19, 1786.67
2592.32, 1763, 0, 1786.48, 6.15223e-19, 1786.48
2592.43, 1719, 0, 1786.34, 1.08678e-18, 1786.34
2592.55, 1776, 0, 1786.33, 1.91433e-18, 1786.33
2592.66, 1780, 0, 1786.35, 3.35916e-18, 1786.35
2592.78, 1817, 0, 1786.37, 5.87774e-18, 1786.37
2592.9, 1741, 0, 1786.34, 1.02504e-17, 1786.34
2593.01, 1862, 0, 1786.39, 1.78081e-17, 1786.39
2593.13, 1723, 0, 1786.3, 3.08498e-17, 1786.3
2593.24, 1773, 0, 1786.33, 5.32647e-17, 1786.33
2593.36, 1697, 0, 1786.39, 9.16166e-17, 1786.39
2593.47, 1695, 0, 1786.62, 1.57132e-16, 1786.62
2593.59, 1710, 0, 1787.04, 2.68602e-16, 1787.04
