374,18402
375,18280
376,18219
377,17551
378,17625
379,17637
380,17487
381,17719
382,18476
383,19135
384,19849
385,19423
386,18698
387,18148
388,17749
389,17546
390,17081
391,17266
392,16982
393,17203
394,17684
395,17787
396,17493
397,17232
398,16785
399,16378
400,16611
401,16360
402,16276
403,16520
404,16564
405,16374
406,16101
407,15964
408,15943
409,16011
410,15938
411,16212
412,15819
413,15723
414,15733
415,15748
416,15913
417,16269
418,16468
419,16608
420,16325
421,16654
422,16572
423,16328
424,15799
425,15807
426,15615
427,15696
428,15515
429,15186
430,14984
431,15248
432,15342
433,15116
434,15141
435,15003
436,14827
437,14884
438,14976
439,14719
440,15154
441,15554
442,15683
443,15770
444,15480
445,15019
446,14853
447,14418
448,14786
449,15356
450,15241
451,15104
452,14905
453,14560
454,14726
455,15235
456,16035
457,17666
458,22219
459,30025
460,34930
461,31484
462,23152
463,17156
464,14963
465,14403
466,14173
467,14008
468,13824
469,13801
470,13710
471,13596
472,13531
473,13510
474,13534
475,13496
476,13241
477,13151
478,13226
479,13198
480,13410
481,13250
482,13126
483,13073
484,13025
485,13266
486,13273
487,13146
488,13143
489,13090
490,13249
491,13672
492,13963
493,14161
494,14262
495,14003
496,15119
497,17040
498,20386
499,23071
500,23094
501,20307
502,16752
503,14485
504,13359
505,12923
506,12639
507,12634
508,12283
509,12602
510,12338
511,12262
512,12303
513,12366
514,12281
515,12521
516,12572
517,12643
518,12913
519,12658
520,12482
521,12299
522,12694
523,13428
524,13916
525,13889
526,13385
527,13198
528,13519
529,13862
530,13820
531,13183
532,12896
533,12727
534,13179
535,13791
536,13416
537,12585
538,12084
539,12087
540,11978
541,12058
542,12040
543,11832
544,12339
545,12109
546,12015
547,11710
548,11747
549,11643
550,11613
551,11689
552,11780
553,11649
554,11881
555,11949
556,12109
557,13002
558,13916
559,14578
560,14063
561,12601
562,11638
563,11536
564,11491
565,11513
566,11659
567,11815
568,11691
569,11444
570,11649
571,11370
572,11612
573,11645
574,12092
575,12016
576,11987
577,12109
578,12636
579,13370
580,13578
581,13139
582,12264
583,11987
584,11960
585,11437
586,11295
587,11185
588,11307
589,11553
590,11978
591,12595
592,13042
593,12912
594,12099
595,11444
596,11246
597,10887
598,10859
599,10880
600,10843
601,10928
602,11033
603,11130
604,11000
605,10852
606,11066
607,11073
608,11105
609,11079
610,11196
611,11089
612,11300
613,10920
614,10872
615,10704
616,10772
617,10928
618,10753
619,10568
620,10642
621,10776
622,10858
623,10573
624,10657
625,10548
626,10668
627,10639
628,10507
629,10697
630,10858
631,11102
632,11223
633,11166
634,10980
635,10739
636,10762
637,10499
638,10534
639,10427
640,10227
641,10182
642,10057
643,10296
644,10127
645,10308
646,10293
647,10098
648,10309
649,10455
650,10281
651,10310
652,10126
653,10039
654,9957
655,9846
656,9855
657,9771
658,9681
659,9746
660,9671
661,9680
662,9709
663,9736
664,9608
665,9650
666,9590
667,9716
668,9554
669,9688
670,9627
671,9623
672,9612
673,9409
674,9454
675,9701
676,9843
677,9997
678,9764
679,9705
680,9475
681,9627
682,9504
683,9452
684,9487
685,9244
686,9634
687,10308
688,10450
689,10094
690,9856
691,9394
692,9364
693,9254
694,9230
695,9128
696,9396
697,9287
698,9308
699,9449
700,9548
701,9426
702,9487
703,9300
704,9403
705,9223
706,8918
707,8891
708,8948
709,9024
710,9113
711,9264
712,9104
713,9324
714,9332
715,9644
716,10149
717,9773
718,9245
719,8755
720,8688
721,8841
722,8762
723,8696
724,8870
725,8893
726,8995
727,8933
728,8849
729,8865
730,8983
731,8662
732,8734
733,8733
734,8996
735,8938
736,8909
737,8784
738,8483
739,8440
740,8641
741,8535
742,8541
743,8478
744,8442
745,8500
746,8649
747,8688
748,9393
749,9559
750,9367
751,8883
752,8557
753,8532
754,8472
755,8440
756,8429
757,8458
758,8709
759,8841
760,8975
761,8846
762,8602
763,8537
764,8474
765,8347
766,8487
767,8684
768,8663
769,8676
770,8380
771,8429
772,8569
773,8422
774,8490
775,8408
776,8251
777,8308
778,8402
779,8518
780,8564
781,8571
782,8344
783,8302
784,8393
785,8435
786,8687
787,8465
788,8459
789,8214
790,8447
791,8579
792,8365
793,8347
794,8259
795,8243
796,8217
797,8421
798,8382
799,8193
800,8309
801,8632
802,8931
803,9023
804,8509
805,8046
806,8225
807,8231
808,8125
809,8019
810,8082
811,8113
812,8069
813,7740
814,8055
815,7958
816,7987
817,7795
818,7787
819,7812
820,7780
821,7794
822,7937
823,8289
824,8619
825,9074
826,8648
827,8265
828,8104
829,8377
830,8475
831,8579
832,8585
833,8584
834,9808
835,13481
836,20527
837,25853
838,25047
839,19344
840,14588
841,11703
842,9616
843,8201
844,7684
845,7483
846,7536
847,7660
848,7462
849,7598
850,7616
851,7650
852,7461
853,7514
854,7539
855,7533
856,7413
857,7421
858,7427
859,7374
860,7534
861,7515
862,7427
863,7491
864,7614
865,7387
866,7418
867,7438
868,7610
869,7785
870,7742
871,7805
872,7404
873,7279
874,7391
875,7512
876,7808
877,7892
878,8037
879,7958
880,7593
881,7604
882,7789
883,7583
884,7703
885,7475
886,7342
887,7384
888,7615
889,7501
890,7560
891,7535
892,7446
893,7494
894,7295
895,7312
896,7351
897,7214
898,7405
899,7364
900,7355
901,7373
902,7411
903,7518
904,7490
905,7450
906,7583
907,7804
908,7599
909,7632
910,7471
911,7575
912,7569
913,7950
914,8110
915,7656
916,7451
917,7210
918,7213
919,7229
920,7207
921,7288
922,7172
923,7269
924,7322
925,7323
926,7584
